caller	site	target	edge_kind	confidence	evidence
8002d990	8002da18	80040350	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002da24	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002da5c	80040800	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002da80	80042c48	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002da8c	80042c1c	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002da98	8001591c	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002daf4	80040204	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002dafc	800434a8	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002db34	80043560	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002db4c	80039910	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002db68	800360d8	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002db74	80040690	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002db84	800289a4	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002db94	80182408	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002dba4	80040258	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002dbac	80015a1c	direct_ghidra	confirmed_static	calls.tsv
8002d990	8002dbb4	80184210	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dbf4	80087838	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dbfc	80087858	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dc1c	8001569c	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dc38	8002ceb8	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dcac	8003fba0	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dcb4	8003fa30	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dd60	800361d8	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dd68	80039770	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dd8c	800360d8	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddb0	80035f64	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddb8	8003a22c	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddc8	8005622c	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddd0	80056540	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddd8	8005cda4	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002dde8	8005cdd8	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddf0	80039770	direct_ghidra	confirmed_static	calls.tsv
8002dbe0	8002ddf8	8005cdec	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002de64	80181050	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002de8c	800361d8	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002de9c	800399f0	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002dec4	800361d8	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002decc	800399f0	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002ded4	8004022c	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002dedc	8001591c	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002dee4	80181408	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002def8	80040258	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002df00	80015a1c	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002df08	80181f88	direct_ghidra	confirmed_static	calls.tsv
8002de14	8002df24	80024e84	direct_ghidra	confirmed_static	calls.tsv
8002df60	8002df68	8002cfbc	direct_ghidra	confirmed_static	calls.tsv
8002df60	8002df78	80012c50	direct_ghidra	confirmed_static	calls.tsv
8002df60	8002df9c	8002cf60	direct_ghidra	confirmed_static	calls.tsv
8002df60	8002dfd8	80015a1c	direct_ghidra	confirmed_static	calls.tsv
8002e11c	8002e274	80014e08	direct_ghidra	confirmed_static	calls.tsv
8002e2a4	8002e2c8	80040690	direct_ghidra	confirmed_static	calls.tsv
8002e2f8	8002e318	80040350	direct_ghidra	confirmed_static	calls.tsv
8002e2f8	8002e324	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002e2f8	8002e34c	80040800	direct_ghidra	confirmed_static	calls.tsv
8002e2f8	8002e35c	80042c1c	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e3f4	80040350	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e400	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e440	80040844	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e4c0	8002e2f8	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e500	8002e2f8	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e56c	8002e2f8	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e5c0	8002e2f8	direct_ghidra	confirmed_static	calls.tsv
8002e3c0	8002e5d8	8002e2f8	direct_ghidra	confirmed_static	calls.tsv
8002e678	8002e680	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002e698	8002e6a0	80040390	direct_ghidra	confirmed_static	calls.tsv
8002e698	8002e6ac	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002e698	8002e6dc	80040800	direct_ghidra	confirmed_static	calls.tsv
8002e698	8002e6f0	80042c48	direct_ghidra	confirmed_static	calls.tsv
8002e70c	8002e714	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002e70c	8002e738	8002e2a4	direct_ghidra	confirmed_static	calls.tsv
8002e70c	8002e7b8	8002e11c	direct_ghidra	confirmed_static	calls.tsv
8002e70c	8002e808	8002e3c0	direct_ghidra	confirmed_static	calls.tsv
8002e70c	8002e810	800156f8	direct_ghidra	confirmed_static	calls.tsv
8002e848	8002e854	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002e848	8002e8a4	80036184	direct_ghidra	confirmed_static	calls.tsv
8002e848	8002e8b0	8002e60c	direct_ghidra	confirmed_static	calls.tsv
8002e848	8002e924	800360d8	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002e9cc	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002ea10	8007ffd0	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002ea74	80040390	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002ea80	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eac0	80040844	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eae4	8002e2a4	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eb14	80015ba0	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eb24	8002e11c	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eb44	80040690	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eb54	8002e3c0	direct_ghidra	confirmed_static	calls.tsv
8002e9c0	8002eb84	80015b28	direct_ghidra	confirmed_static	calls.tsv
8002ebac	8002ebe0	8002ceb8	direct_ghidra	confirmed_static	calls.tsv
8002ebac	8002ec04	8002ce7c	direct_ghidra	confirmed_static	calls.tsv
8002eca0	8002eca8	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002ee0c	8002ee24	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002ee0c	8002ee88	8003a364	direct_ghidra	confirmed_static	calls.tsv
8002ee0c	8002ee90	8003a22c	direct_ghidra	confirmed_static	calls.tsv
8002ee0c	8002ee98	8003a2d4	direct_ghidra	confirmed_static	calls.tsv
8002ee0c	8002eec4	8003b89c	direct_ghidra	confirmed_static	calls.tsv
8002ef08	8002ef10	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002ef08	8002ef60	80040204	direct_ghidra	confirmed_static	calls.tsv
8002ef08	8002ef80	8004022c	direct_ghidra	confirmed_static	calls.tsv
8002ef08	8002efa0	8004022c	direct_ghidra	confirmed_static	calls.tsv
8002f044	8002f04c	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002f044	8002f07c	80040258	direct_ghidra	confirmed_static	calls.tsv
8002f044	8002f08c	8004027c	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f134	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f19c	80036184	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f1c0	8003fa30	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f1fc	80039770	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f234	800372e0	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f254	8002f0f0	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f274	80040204	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f29c	80036184	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f2a8	8002e60c	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f2c0	80039770	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f2dc	800434a8	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f344	80036184	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f350	8002e60c	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f368	80039770	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f3a8	800360d8	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f440	800361d8	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f448	8002e60c	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f46c	80040204	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f4b8	800434a8	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f4ec	800360d8	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f550	80039910	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f568	80043560	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f578	80039910	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f588	80036f7c	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f608	80040204	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f614	8003fba0	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f628	80040204	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f630	80034190	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f654	80040204	direct_ghidra	confirmed_static	calls.tsv
8002f128	8002f668	80040204	direct_ghidra	confirmed_static	calls.tsv
8002f6a4	8002f6ac	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002f6a4	8002f6d0	800157d4	direct_ghidra	confirmed_static	calls.tsv
8002f724	8002f844	80082380	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f8b0	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f918	80014d38	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f920	80013700	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f984	8002e2a4	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f98c	80040350	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f998	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f9d8	80042bd8	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002f9e4	80042c1c	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa0c	80040350	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa18	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa58	80040844	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa64	80042c1c	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa70	80040350	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa7c	800403d0	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fa8c	80042b0c	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002faec	800156f8	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002faf8	800158b4	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fb08	800474cc	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fb1c	80015a1c	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fb48	80040690	direct_ghidra	confirmed_static	calls.tsv
8002f898	8002fb54	8002e2a4	direct_ghidra	confirmed_static	calls.tsv
8002fbb8	8002fbc0	8002e650	direct_ghidra	confirmed_static	calls.tsv
8002fc24	8002fc48	8002f0f0	direct_ghidra	confirmed_static	calls.tsv
8002fca4	8002fcac	8008f708	direct_ghidra	confirmed_static	calls.tsv
8002fca4	8002fcc8	80039770	direct_ghidra	confirmed_static	calls.tsv
8002fca4	8002fd80	8002e678	direct_ghidra	confirmed_static	calls.tsv
8002fdc8	8002fed8	80082380	direct_ghidra	confirmed_static	calls.tsv
8002ff64	8002ffbc	80014d38	direct_ghidra	confirmed_static	calls.tsv
8002ff64	8002ffc4	8003a22c	direct_ghidra	confirmed_static	calls.tsv
8002ff64	8002ffec	80013700	direct_ghidra	confirmed_static	calls.tsv
8002ff64	8002fff4	8008288c	direct_ghidra	confirmed_static	calls.tsv
8002ff64	8003005c	80082380	direct_ghidra	confirmed_static	calls.tsv
8002ff64	80030068	80082380	direct_ghidra	confirmed_static	calls.tsv
8002ff64	800300fc	8002e698	direct_ghidra	confirmed_static	calls.tsv
8003012c	8003016c	80086628	direct_ghidra	confirmed_static	calls.tsv
800303ec	80030424	80036184	direct_ghidra	confirmed_static	calls.tsv
800303ec	8003042c	800399f0	direct_ghidra	confirmed_static	calls.tsv
800303ec	80030434	80040350	direct_ghidra	confirmed_static	calls.tsv
800303ec	80030440	800403d0	direct_ghidra	confirmed_static	calls.tsv
800303ec	80030454	80042b0c	direct_ghidra	confirmed_static	calls.tsv
800303ec	8003046c	8003031c	direct_ghidra	confirmed_static	calls.tsv
800303ec	80030474	8001591c	direct_ghidra	confirmed_static	calls.tsv
800304d0	80030998	8007f520	direct_ghidra	confirmed_static	calls.tsv
800304d0	800309bc	8007f520	direct_ghidra	confirmed_static	calls.tsv
800304d0	800309d0	8007f520	direct_ghidra	confirmed_static	calls.tsv
80031228	80031250	80024e84	direct_ghidra	confirmed_static	calls.tsv
80031268	80031270	80034190	direct_ghidra	confirmed_static	calls.tsv
800312b8	800312c0	800159f4	direct_ghidra	confirmed_static	calls.tsv
800312b8	800312c8	80040714	direct_ghidra	confirmed_static	calls.tsv
800312b8	800312d0	80035f64	direct_ghidra	confirmed_static	calls.tsv
800312b8	800312e0	80090d94	direct_ghidra	confirmed_static	calls.tsv
80031388	80031394	8008f708	direct_ghidra	confirmed_static	calls.tsv
80031388	800313f4	8007f520	direct_ghidra	confirmed_static	calls.tsv
80031388	80031558	8003031c	direct_ghidra	confirmed_static	calls.tsv
80031388	8003158c	8003031c	direct_ghidra	confirmed_static	calls.tsv
80031388	800315dc	80036184	direct_ghidra	confirmed_static	calls.tsv
80031388	800315e8	800399f0	direct_ghidra	confirmed_static	calls.tsv
80031640	8003164c	80042ec8	direct_ghidra	confirmed_static	calls.tsv
80031640	80031680	80040204	direct_ghidra	confirmed_static	calls.tsv
80031640	800316c8	80042d08	direct_ghidra	confirmed_static	calls.tsv
80031640	80031770	80040690	direct_ghidra	confirmed_static	calls.tsv
80031640	80031780	80042da8	direct_ghidra	confirmed_static	calls.tsv
800317cc	800317f4	80040350	direct_ghidra	confirmed_static	calls.tsv
800317cc	80031800	800403d0	direct_ghidra	confirmed_static	calls.tsv
800317cc	80031844	80040844	direct_ghidra	confirmed_static	calls.tsv
800317cc	800318d4	80042c48	direct_ghidra	confirmed_static	calls.tsv
800317cc	800318e0	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80031948	800319a4	80084978	direct_ghidra	confirmed_static	calls.tsv
800319dc	80031a30	80084978	direct_ghidra	confirmed_static	calls.tsv
80031a68	80031b10	80084978	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031cc4	80031a68	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031d7c	80035da0	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031d90	800319dc	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031e1c	80084978	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031e6c	80035da0	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031e80	800319dc	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031ec0	80084978	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031ee4	80084978	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031f08	80035ce8	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031f1c	80031948	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031f44	80035ce8	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031f58	80031948	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031f98	80035ce8	direct_ghidra	confirmed_static	calls.tsv
80031b58	80031fac	80031948	direct_ghidra	confirmed_static	calls.tsv
80031b58	80032000	80035ce8	direct_ghidra	confirmed_static	calls.tsv
80031b58	80032014	80031948	direct_ghidra	confirmed_static	calls.tsv
80032078	80032120	80036184	direct_ghidra	confirmed_static	calls.tsv
80032078	800321bc	800399f0	direct_ghidra	confirmed_static	calls.tsv
800321d8	80032200	80032078	direct_ghidra	confirmed_static	calls.tsv
80032230	8003227c	800361d8	direct_ghidra	confirmed_static	calls.tsv
80032230	80032288	800399f0	direct_ghidra	confirmed_static	calls.tsv
800322b8	80032314	80033144	direct_ghidra	confirmed_static	calls.tsv
80032350	800323b8	80033144	direct_ghidra	confirmed_static	calls.tsv
80032490	80032520	80033144	direct_ghidra	confirmed_static	calls.tsv
80032490	80032528	800323f0	direct_ghidra	confirmed_static	calls.tsv
80032558	80032650	80082380	direct_ghidra	confirmed_static	calls.tsv
80032558	80032734	80082380	direct_ghidra	confirmed_static	calls.tsv
80032754	8003277c	80014d38	direct_ghidra	confirmed_static	calls.tsv
80032754	80032784	80013700	direct_ghidra	confirmed_static	calls.tsv
80032824	8003285c	80032754	direct_ghidra	confirmed_static	calls.tsv
80032824	80032864	8004022c	direct_ghidra	confirmed_static	calls.tsv
80032824	8003287c	8003279c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032a08	80033144	direct_ghidra	confirmed_static	calls.tsv
80032824	80032a10	800323f0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032b34	80033144	direct_ghidra	confirmed_static	calls.tsv
80032824	80032b54	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032b60	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032b90	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032b98	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ba4	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032bc4	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032bd0	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032bfc	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c04	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c10	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c30	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c3c	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c64	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c7c	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c84	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032c90	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032cb8	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032cd0	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032cd8	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ce4	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d10	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d28	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d30	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d3c	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d6c	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d84	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d8c	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032d98	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032dc4	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ddc	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032de4	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032df0	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e1c	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e34	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e3c	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e48	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e70	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e88	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e90	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032e9c	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ec4	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032edc	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ee4	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ef0	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032f00	80042b0c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032f1c	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032f50	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032f5c	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032f6c	80042b0c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032f84	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032fb0	80040350	direct_ghidra	confirmed_static	calls.tsv
80032824	80032fbc	800403d0	direct_ghidra	confirmed_static	calls.tsv
80032824	80032fe8	80040800	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ff4	80042c1c	direct_ghidra	confirmed_static	calls.tsv
80032824	80032ffc	80032230	direct_ghidra	confirmed_static	calls.tsv
80033144	80033554	80035dfc	direct_ghidra	confirmed_static	calls.tsv
80033144	80033584	8008f578	direct_ghidra	confirmed_static	calls.tsv
80033144	80033590	800321d8	direct_ghidra	confirmed_static	calls.tsv
800335b8	80033720	80040204	direct_ghidra	confirmed_static	calls.tsv
800335b8	80033758	80040204	direct_ghidra	confirmed_static	calls.tsv
800335b8	8003381c	80040204	direct_ghidra	confirmed_static	calls.tsv
800335b8	80033834	800321d8	direct_ghidra	confirmed_static	calls.tsv
800335b8	80033910	80040204	direct_ghidra	confirmed_static	calls.tsv
800335b8	800339ac	80040204	direct_ghidra	confirmed_static	calls.tsv
800335b8	800339e0	80033144	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033a84	80033034	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033a8c	800335b8	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033ab4	80033a00	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033b54	80033a00	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033b68	80040204	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033b88	80033144	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033b90	800323f0	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033b9c	800322b8	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033ba4	80032230	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033bc0	800317cc	direct_ghidra	confirmed_static	calls.tsv
80033a3c	80033bd0	80040204	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033c34	80033034	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033c3c	800335b8	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033c64	80033a00	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033d08	80033a00	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033d7c	80040204	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033d88	80032490	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033d94	80032350	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033d9c	80032230	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033db8	800317cc	direct_ghidra	confirmed_static	calls.tsv
80033bf0	80033dc8	80040204	direct_ghidra	confirmed_static	calls.tsv
80033de4	80033df0	80033034	direct_ghidra	confirmed_static	calls.tsv
80033de4	80033e2c	80040204	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033ee0	80033034	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033ef0	80040204	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033ef8	80033e98	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033f44	800361d8	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033f7c	800361d8	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033f90	80039770	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033fac	80015af4	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80033fe0	80039770	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80034004	800360d8	direct_ghidra	confirmed_static	calls.tsv
80033ed0	80034050	80015af4	direct_ghidra	confirmed_static	calls.tsv
80033ed0	800340c8	8003279c	direct_ghidra	confirmed_static	calls.tsv
800340e8	800340f0	8008f708	direct_ghidra	confirmed_static	calls.tsv
800340e8	80034140	800289a4	direct_ghidra	confirmed_static	calls.tsv
800341f8	80034228	80086dd8	direct_ghidra	confirmed_static	calls.tsv
800341f8	8003423c	80089928	direct_ghidra	confirmed_static	calls.tsv
80034d30	80034d6c	8004d260	direct_ghidra	confirmed_static	calls.tsv
80034d30	80034ec0	800341f8	direct_ghidra	confirmed_static	calls.tsv
80035ac8	80035b0c	8008f578	direct_ghidra	confirmed_static	calls.tsv
80035da0	80035db4	80035ce8	direct_ghidra	confirmed_static	calls.tsv
80035dfc	80035e08	8008f708	direct_ghidra	confirmed_static	calls.tsv
80035e4c	80035e58	80013700	direct_ghidra	confirmed_static	calls.tsv
80035e4c	80035e60	80045414	direct_ghidra	confirmed_static	calls.tsv
80035e4c	80035e98	8006a884	direct_ghidra	confirmed_static	calls.tsv
80035eb0	80035eb8	8006aa2c	direct_ghidra	confirmed_static	calls.tsv
80035eb0	80035f14	8006aac0	direct_ghidra	confirmed_static	calls.tsv
80035f64	80035f98	80036274	direct_ghidra	confirmed_static	calls.tsv
800360d8	80036100	80036238	direct_ghidra	confirmed_static	calls.tsv
800360d8	8003610c	80040690	direct_ghidra	confirmed_static	calls.tsv
800360d8	80036118	80040690	direct_ghidra	confirmed_static	calls.tsv
800360d8	80036124	80040690	direct_ghidra	confirmed_static	calls.tsv
80036148	8003616c	800360d8	direct_ghidra	confirmed_static	calls.tsv
80036184	800361ac	80035fb0	direct_ghidra	confirmed_static	calls.tsv
80036184	800361bc	80035fe8	direct_ghidra	confirmed_static	calls.tsv
800361d8	80036208	80035fb0	direct_ghidra	confirmed_static	calls.tsv
800361d8	80036218	80035fe8	direct_ghidra	confirmed_static	calls.tsv
80036298	800362cc	80087858	direct_ghidra	confirmed_static	calls.tsv
80036298	80036384	80082ee8	direct_ghidra	confirmed_static	calls.tsv
80036298	80036390	80082da8	direct_ghidra	confirmed_static	calls.tsv
80036298	800368c4	80087838	direct_ghidra	confirmed_static	calls.tsv
80036298	8003695c	80088bd8	direct_ghidra	confirmed_static	calls.tsv
80036298	80036964	80085558	direct_ghidra	confirmed_static	calls.tsv
80036298	800369fc	80087b48	direct_ghidra	confirmed_static	calls.tsv
