global	function	access
DAT_800F7268	8007af44	write
DAT_800F7268	8007afa4	read
DAT_800F7268	8007b02c	read_write
DAT_800F7268	8007b28c	read
DAT_800F7268	8007b53c	write
DAT_800F7268	8007b680	write
DAT_800F726C	8007ae58	read_write
DAT_800F726C	8007af44	write
DAT_800F726C	8007b02c	write
DAT_800F726C	8007b21c	read
DAT_800F726C	8007b28c	read_write
DAT_800F726C	8007b53c	write
DAT_800F726C	8007b680	write
DAT_800F726C	8007b78c	read
DAT_800F726C	8007ba34	read
DAT_800F726C	8007c068	read
DAT_800F7270	8007ae58	read_write
DAT_800F7270	8007af44	write
DAT_800F7270	8007afa4	read
DAT_800F7270	8007b02c	read_write
DAT_800F7270	8007b28c	read
DAT_800F7270	8007b53c	write
DAT_800F7270	8007b680	write
DAT_800F7270	8007b78c	read_write
DAT_800F7270	8007ba34	read_write
DAT_800F7270	8007c058	read
DAT_800F7270	8007c068	read
DAT_800F7278	8007b4b0	read
DAT_800F7278	8007b53c	read
DAT_800F7278	8007b680	read
DAT_800F7278	8007bdd4	read
DAT_800F727C	8007b4b0	read
DAT_800F727C	8007bdd4	read
DAT_800F7280	8007bdd4	read
DAT_800F72F8	8007b4b0	read_write
DAT_800F72F8	8007b53c	write
DAT_800F72F8	8007b680	write
DAT_800F72F8	8007bdd4	read
DAT_800F7308	8007c218	write
DAT_800F7308	8007c454	write
DAT_800F7308	8007c720	read
DAT_800F730C	8007c218	write
DAT_800F730C	8007c460	write
DAT_800F730C	8007cb88	read
DAT_800F730C	8007cd6c	read_write
DAT_800F730C	8007cff4	read
DAT_800F7310	8007c218	write
DAT_800F7310	8007c46c	write
DAT_800F7310	8007cd6c	read
DAT_800F7310	8007d0e0	read
DAT_800F7314	8007c478	write
DAT_800F7314	8007cd6c	read_write
DAT_800F7318	8007d988	read
DAT_800F7318	8007dff0	read
DAT_800F7319	8007dff0	read
DAT_800F731A	8007dff0	read
DAT_800F731C	8007dff0	read
DAT_800F7320	8007d988	read
DAT_800F7320	8007dff0	read_write
DAT_800F7338	8007dff0	write
DAT_800F733A	8007dff0	write
DAT_800F78F4	8007dff0	read
DAT_800F7918	8007dc88	read
DAT_800F791C	8007dc88	read
DAT_800F791C	8007df4c	read
DAT_800F7920	8007dc88	read
DAT_800F7924	8007dc88	read
DAT_800F7924	8007df4c	read
DAT_800F8F18	8007dc88	read
DAT_800F8F18	8007dff0	read
DAT_800F8F19	8007dc88	read
DAT_800F8FA4	8007dc88	read
DAT_800F9718	8007b28c	read
DAT_800F9718	8007b53c	write
DAT_800F9718	8007b680	write
DAT_800F9718	8007dc88	read
DAT_800F971C	8007b53c	write
DAT_800F971C	8007b680	write
DAT_800F971C	8007c10c	read
DAT_800F971C	8007edf8	read_write
DAT_800F9720	8007b53c	write
DAT_800F9720	8007b680	write
DAT_800F9720	8007c1e0	read
DAT_800F9720	8007ee18	read_write
DAT_800F9728	8007ef48	read
DAT_800F9B30	8007ef48	read
DAT_800FDB30	8007eea8	write
DAT_800FDB30	8007ef48	read
DAT_800FDB32	8007eea8	write
DAT_800FDB32	8007ef48	read
DAT_800FDB38	800811fc	read_write
DAT_800FDB3C	800811fc	write
DAT_800FDB40	800811fc	write
DAT_800FDB44	800811fc	write
DAT_800FDB48	800811fc	write
DAT_800FDB4C	800811fc	write
DAT_800FDB50	800811fc	write
DAT_800FDB54	800811fc	write
DAT_800FDB58	800811fc	write
DAT_800FDB60	800811fc	write
DAT_800FDB64	800811fc	write
DAT_800FDB68	800811fc	write
DAT_800FDB6C	800811fc	write
DAT_800FDB88	800819e0	read
DAT_800FDB88	80081c90	read
DAT_800FDB88	80081ef0	read
DAT_800FDB8C	800819e0	read
DAT_800FDB8C	80081c90	read
DAT_800FDB90	800819e0	read
DAT_800FDB90	80081c90	read
DAT_800FDB94	800819e0	read
DAT_800FF388	80082ff8	read_write
DAT_800FF39B	80084f50	write
DAT_800FF39F	80084f50	write
DAT_800FF3AB	80084f50	write
DAT_800FF3AF	80084f50	write
DAT_800FF3B8	800852b8	read
DAT_800FF3B8	800853c8	read
DAT_800FF3B8	80085488	read
DAT_800FF3B8	80085628	write
DAT_800FF3BA	800852b8	read
DAT_800FF3BA	80085628	write
DAT_800FF3BC	800852b8	read
DAT_800FF3BC	800853c8	read
DAT_800FF3BC	80085488	read
DAT_800FF3BC	80085628	write
DAT_800FF3BE	800852b8	read
DAT_800FF3BE	80085628	write
DAT_800FF3C0	80084f50	write
DAT_800FF3C0	80085628	write
DAT_800FF3C2	80084f50	write
DAT_800FF3C2	80085628	write
DAT_800FF3C4	80084f50	write
DAT_800FF3C4	80085628	write
DAT_800FF3C6	80084f50	write
DAT_800FF3C6	80085628	write
DAT_800FF3C8	80084f50	write
DAT_800FF3C8	800852b8	read
DAT_800FF3C8	80085538	write
DAT_800FF3C8	800856c8	write
DAT_800FF3CA	80084f50	write
DAT_800FF3CA	800852b8	read
DAT_800FF3CA	80085538	write
DAT_800FF3CA	800856c8	write
DAT_800FF3D0	80084dcc	read
DAT_800FF3D0	800852b8	read
DAT_800FF3D0	800853c8	write
DAT_800FF3D2	800853c8	write
DAT_800FF3D4	800853c8	write
DAT_800FF3D6	800853c8	write
DAT_800FF3D8	80084dcc	write
DAT_800FF3D8	800852b8	write
DAT_800FF3DA	80084dcc	write
DAT_800FF3DA	800852b8	write
DAT_800FF3DC	80084dcc	write
DAT_800FF3DE	80084dcc	write
DAT_800FF3E0	80084dcc	write
DAT_800FF3E2	80084dcc	write
DAT_800FF3E4	80084dcc	write
DAT_800FF3E4	80084ee8	write
DAT_800FF3E6	80012d60	write
DAT_800FF3E6	80013058	write
DAT_800FF3E6	80084dcc	write
DAT_800FF3E6	80084ee8	write
DAT_800FF3E7	80084dcc	write
DAT_800FF3E7	80084ee8	write
DAT_800FF3E8	80012d60	write
DAT_800FF3E8	80013058	write
DAT_800FF3E8	80084dcc	write
DAT_800FF3E8	80084ee8	write
DAT_800FF3E9	80012d60	write
DAT_800FF3E9	80013058	write
DAT_800FF3EA	80012d60	write
DAT_800FF3EA	80013058	write
DAT_800FF3EB	80012d60	write
DAT_800FF3EB	80013058	write
DAT_800FF430	80013058	read
DAT_800FF430	80084dcc	write
DAT_800FF430	80085488	write
DAT_800FF432	80084dcc	write
DAT_800FF432	80085488	write
DAT_800FF434	80013058	read
DAT_800FF434	80084dcc	read
DAT_800FF434	80084ee8	read
DAT_800FF438	80013058	read_write
DAT_800FF438	80069d90	read
DAT_800FF438	8006a07c	read
DAT_800FF438	80084dcc	read
DAT_800FF43C	80013058	read_write
DAT_800FF43C	80069d90	read
DAT_800FF43C	8006a07c	read
DAT_800FF43C	80084dcc	read
DAT_800FF440	80013058	read
DAT_800FF440	80084dcc	read
DAT_800FF440	80084ee8	read
DAT_800FF444	80083a08	read
DAT_800FF444	80083ccc	read
DAT_800FF444	80083f38	read
DAT_800FF444	800840b8	read
DAT_800FF444	800841c8	read
DAT_800FF444	800842a8	read
DAT_800FF444	80084478	read
DAT_800FF444	80084978	read
DAT_800FF444	80084af8	read
DAT_800FF444	800852b8	write
DAT_800FF444	80086038	write
DAT_800FF446	80083a08	read
DAT_800FF446	80083ccc	read
DAT_800FF446	80083f38	read
DAT_800FF446	800840b8	read
DAT_800FF446	800841c8	read
DAT_800FF446	800842a8	read
DAT_800FF446	80084478	read
DAT_800FF446	80084978	read
DAT_800FF446	80084af8	read
DAT_800FF446	800852b8	write
DAT_800FF446	80086038	write
DAT_800FF448	80084f50	write
DAT_800FF448	800853c8	read
DAT_800FF44A	80084f50	write
DAT_800FF44A	800853c8	read
DAT_800FF44C	80084f50	write
DAT_800FF44C	800853c8	read
DAT_800FF44E	80084f50	write
DAT_800FF44E	800853c8	read
DAT_800FF450	80084f50	write
DAT_800FF450	80085488	read_write
DAT_800FF450	80086258	read
DAT_800FF450	8008a428	read
DAT_800FF450	8008a6e8	read
DAT_800FF450	8008a9b8	read
DAT_800FF454	80069d90	write
DAT_800FF454	8006a07c	write
DAT_800FF454	80084d58	write
DAT_800FF454	800852a8	read
DAT_800FF454	800852b8	read_write
DAT_800FF454	800853c8	read
DAT_800FF454	80085488	read_write
DAT_800FF456	80084dcc	write
DAT_800FF456	80084ee8	write
DAT_800FF456	800852b8	write
DAT_800FF456	80085628	read
DAT_800FF458	800856c8	write
DAT_800FF45C	80069d90	read
DAT_800FF45C	8006a07c	read
DAT_800FF45C	80084f50	read_write
DAT_800FF45C	800856c8	read
DAT_800FF460	80069d90	read
DAT_800FF460	8006a07c	read
DAT_800FF460	80084f50	read_write
DAT_800FF460	800856c8	read
DAT_800FF464	800856c8	write
DAT_800FF468	800856c8	write
DAT_800FF470	80084f50	write
DAT_800FF470	80085588	read
DAT_800FF470	80085768	read_write
DAT_800FF474	80084f50	write
DAT_800FF474	80085588	read
DAT_800FF474	80085768	read_write
DAT_800FF478	80084f50	write
DAT_800FF478	80085588	read
DAT_800FF478	80085768	read_write
DAT_800FF47C	80084f50	write
DAT_800FF47C	80085588	read
DAT_800FF47C	80085768	read_write
DAT_800FF480	80084f50	read_write
DAT_800FF480	80085588	read
DAT_800FF480	80085768	read_write
DAT_800FF484	80084f50	write
DAT_800FF484	80085588	read
DAT_800FF484	80085768	read_write
DAT_800FF488	80084f50	write
DAT_800FF488	80085588	read
DAT_800FF488	80085768	read_write
DAT_800FF48C	80084f50	write
DAT_800FF48C	80085588	read
DAT_800FF48C	80085768	read_write
DAT_800FF490	80084f50	write
DAT_800FF490	80085c20	write
DAT_800FF490	80085c84	read
DAT_800FF494	80084f50	write
DAT_800FF494	80085c20	write
DAT_800FF494	80085c84	read
DAT_800FF498	80084f50	write
DAT_800FF498	80085c20	write
DAT_800FF498	80085c84	read
DAT_800FF49C	80084f50	write
DAT_800FF49C	80085c20	write
DAT_800FF49C	80085c84	read
DAT_800FF4A0	80084f50	write
DAT_800FF4A0	80085c20	write
DAT_800FF4A0	80085c84	read
DAT_800FF4A4	80084f50	write
DAT_800FF4A4	80085c20	write
DAT_800FF4A4	80085c84	read
DAT_800FF4A8	80084f50	write
DAT_800FF4A8	80085c20	write
DAT_800FF4A8	80085c84	read
DAT_800FF4AC	80084f50	write
DAT_800FF4AC	80085c20	write
DAT_800FF4AC	80085c84	read
DAT_800FF4B0	8008acd8	write
DAT_800FF4B4	8008acd8	write
DAT_800FF4B8	8008acd8	write
DAT_800FF4BC	8008acd8	write
DAT_800FF4C0	8008acd8	write
DAT_800FF4C4	8008acd8	write
DAT_800FF4C8	8008acd8	write
DAT_800FF4CC	8008acd8	write
DAT_800FF4D0	80015c34	read
DAT_800FF4D0	80015d18	read
DAT_800FF4D0	80015e10	read
DAT_800FF4D0	80017860	read
DAT_800FF4D0	8001b05c	read
DAT_800FF4D0	80029acc	read
DAT_800FF4D0	8005c328	read
DAT_800FF4D0	80086258	read
DAT_800FF4D0	8008a6e8	read
DAT_800FF4D0	8008a9b8	read
DAT_800FF4D0	8008acd8	read_write
DAT_800FF4D4	8008acd8	read_write
DAT_800FF4D8	8008acd8	read_write
DAT_800FF4DC	8008acd8	read_write
DAT_800FF4E0	8008acd8	read_write
DAT_800FF4E4	8008acd8	read_write
DAT_800FF4E8	8008acd8	read_write
DAT_800FF4EC	8008acd8	read_write
DAT_800FF4F0	80083178	read
DAT_800FF4F0	80084478	read
DAT_800FF4F0	80084f50	write
DAT_800FF4F0	80086178	read
DAT_800FF4F4	80083178	read
DAT_800FF4F4	80084478	read
DAT_800FF4F4	80084f50	write
DAT_800FF4F4	80086178	read
DAT_800FF4F8	80083178	read
DAT_800FF4F8	80084478	read
DAT_800FF4F8	80084f50	write
DAT_800FF4F8	80086178	read
DAT_800FF4FC	80083178	read
DAT_800FF4FC	80084478	read
DAT_800FF4FC	80084f50	write
DAT_800FF4FC	80086178	read
DAT_800FF500	80083178	read
DAT_800FF500	80084478	read
DAT_800FF500	80084f50	read_write
DAT_800FF500	80086178	read
DAT_800FF504	80083178	read
DAT_800FF504	80084478	read
DAT_800FF504	80084f50	write
DAT_800FF504	80086178	read
DAT_800FF508	80083178	read
DAT_800FF508	80084478	read
DAT_800FF508	80084f50	write
DAT_800FF508	80086178	read
DAT_800FF50C	80083178	read
DAT_800FF50C	80084478	read
DAT_800FF50C	80084f50	write
DAT_800FF50C	80086178	read
DAT_800FF510	80084f50	write
DAT_800FF510	8008acd8	read
DAT_800FF514	80084f50	write
DAT_800FF514	8008acd8	read
DAT_800FF518	80084f50	write
DAT_800FF518	8008acd8	read
DAT_800FF51C	80084f50	write
DAT_800FF51C	8008acd8	read
DAT_800FF520	80084f50	write
DAT_800FF520	8008acd8	read
DAT_800FF524	80084f50	write
DAT_800FF524	8008acd8	read
DAT_800FF528	80084f50	write
DAT_800FF528	8008acd8	read
DAT_800FF52C	80084f50	write
DAT_800FF52C	80086258	read
DAT_800FF52C	8008acd8	read
DAT_800FF530	80086258	read
DAT_800FF5C4	80034d30	write
DAT_800FF5C4	800424b8	read_write
DAT_800FF5C4	8004cf9c	read_write
DAT_800FF5C4	8004d260	read_write
DAT_800FF5C4	8004d5b8	read_write
DAT_800FF5C4	8005d9cc	read
DAT_800FF5C4	80083178	read_write
DAT_800FF5C4	80083f38	read_write
DAT_800FF5C4	800840b8	read_write
DAT_800FF5C4	800841c8	read_write
DAT_800FF5C4	800842a8	read_write
DAT_800FF5C4	80084478	read_write
DAT_800FF5C4	80084978	read_write
DAT_800FF5C4	80084af8	read_write
DAT_800FF5C4	80086248	write
DAT_800FF5C4	80089f08	read
DAT_800FF5C4	8008a0d8	read
DAT_800FF5E0	80089aa8	write
DAT_800FF5F0	80089cb8	read_write
DAT_800FF5F4	80089cb8	read_write
DAT_800FF5F8	80089cb8	read_write
DAT_800FF5FC	8008a428	read
DAT_800FF5FC	8008a6e8	read
DAT_800FF5FC	8008a9b8	read
DAT_800FF600	8008a428	read
DAT_800FF600	8008a6e8	read
DAT_800FF600	8008a9b8	read
DAT_800FF680	8008b498	write
DAT_800FF680	8008b574	write
DAT_800FF680	8008b608	write
DAT_800FF690	8008b6b8	write
DAT_800FF6A0	8008b8fc	read_write
DAT_800FF6A4	8008b8fc	read_write
DAT_800FF6A8	8008bc80	write
DAT_800FF6AC	8008bc80	read_write
DAT_800FF6B0	8008bc80	write
DAT_800FF6B4	8008bc80	read_write
DAT_800FF6B8	8008bc80	write
DAT_800FF6C0	8008cc70	read
DAT_800FF6C0	8008cf50	write
DAT_800FF6C4	8008cc70	read
DAT_800FF6C4	8008cf50	write
DAT_800FF6D0	8008b7e4	write
DAT_800FF6D0	8008b854	read
DAT_800FF6D0	8008b894	read_write
DAT_800FF6D0	8008bc18	read_write
DAT_800FF6D0	8008bf28	read_write
DAT_800FF6D0	8008c0f4	read_write
DAT_800FF6D0	8008c35c	read_write
DAT_800FF6D0	8008c5c0	read_write
DAT_800FF6D0	8008c7e0	read_write
DAT_800FF6D0	8008ca00	read_write
DAT_800FF6D0	8008cc70	read
DAT_800FF6D0	8008cd8c	write
DAT_800FF6D0	8008ce88	write
DAT_800FF6D0	8008cf50	read_write
DAT_800FF6D4	8008b7e4	write
DAT_800FF6D4	8008b894	write
DAT_800FF6D4	8008b8fc	write
DAT_800FF6D4	8008bc18	write
DAT_800FF6D4	8008bc80	read_write
DAT_800FF6D4	8008bf28	write
DAT_800FF6D4	8008c0f4	write
DAT_800FF6D4	8008c1ac	read_write
DAT_800FF6D4	8008c35c	write
DAT_800FF6D4	8008c414	read_write
DAT_800FF6D4	8008c5c0	write
DAT_800FF6D4	8008c6d8	read_write
DAT_800FF6D4	8008c7e0	write
DAT_800FF6D4	8008c8f8	read_write
DAT_800FF6D4	8008ca00	write
DAT_800FF6D4	8008cc70	read
DAT_800FF6D4	8008cf50	read_write
DAT_800FF6D8	8008b7e4	write
DAT_800FF6D8	8008b894	write
DAT_800FF6D8	8008bc18	write
DAT_800FF6D8	8008bf28	write
DAT_800FF6D8	8008c0f4	write
DAT_800FF6D8	8008c35c	write
DAT_800FF6D8	8008c5c0	write
DAT_800FF6D8	8008c7e0	write
DAT_800FF6D8	8008ca00	write
DAT_800FF6D8	8008cc70	read_write
DAT_800FF6D8	8008cf50	write
DAT_800FF6DC	8008b7e4	write
DAT_800FF6DC	8008b8fc	read
DAT_800FF6DC	8008bc80	read_write
DAT_800FF6DC	8008ca00	read_write
DAT_800FF6DC	8008cd8c	read_write
DAT_800FF6E0	8008b894	write
DAT_800FF6E0	8008b8fc	read
DAT_800FF6E0	8008bc18	write
DAT_800FF6E0	8008bc80	read
DAT_800FF6E0	8008bf28	write
DAT_800FF6E0	8008c1ac	read
DAT_800FF6E0	8008c414	read
DAT_800FF6E0	8008c5c0	write
DAT_800FF6E0	8008c7e0	write
DAT_800FF6E0	8008ca00	write
DAT_800FF6E4	8008b7e4	write
DAT_800FF6E4	8008bf28	read_write
DAT_800FF6E4	8008c0b0	read_write
DAT_800FF6E4	8008c0f4	read
DAT_800FF6E4	8008c1ac	read
DAT_800FF6E4	8008c35c	read
DAT_800FF6E4	8008c414	read
DAT_800FF6E4	8008c5c0	read
DAT_800FF6E4	8008c6d8	read_write
DAT_800FF6E4	8008c7e0	read
DAT_800FF6E4	8008c8f8	read_write
DAT_800FF6E8	8008c0f4	write
DAT_800FF6E8	8008c1ac	read
DAT_800FF6E8	8008c35c	write
DAT_800FF6E8	8008c414	read
DAT_800FF6E8	8008c5c0	write
DAT_800FF6E8	8008c7e0	write
DAT_800FF6EC	8008c0f4	write
DAT_800FF6EC	8008c1ac	read
DAT_800FF6EC	8008c35c	write
DAT_800FF6EC	8008c414	read
DAT_800FF6EC	8008c5c0	write
DAT_800FF6EC	8008c7e0	write
DAT_800FF6F0	8008c0f4	write
DAT_800FF6F0	8008c1ac	read
DAT_800FF6F0	8008c35c	write
DAT_800FF6F0	8008c414	read
DAT_800FF6F0	8008c5c0	write
DAT_800FF6F0	8008c7e0	write
DAT_800FF6F4	8008bf28	read
DAT_800FF6F4	8008c5c0	read
DAT_800FF6F4	8008c6d8	read
DAT_800FF6F4	8008c7e0	read
DAT_800FF6F4	8008c8f8	read
DAT_800FF714	8008b7e4	write
DAT_800FF714	8008cc5c	read_write
DAT_800FF714	8008cf50	read
DAT_800FF718	8008b7e4	write
DAT_800FF718	8008b8fc	read
DAT_800FF71C	8008b7e4	write
DAT_800FF720	8008b7e4	write
DAT_800FF720	8008b8fc	read
DAT_800FF720	8008cf50	read_write
DAT_800FF724	8008b7e4	write
DAT_800FF724	8008cf50	read_write
DAT_800FF728	8008b788	write
DAT_800FF728	8008b7b0	read
DAT_800FF728	8008bf28	read_write
DAT_800FF728	8008ca00	read_write
DAT_800FF73C	8008d068	read
DAT_800FF770	8008d068	read
DAT_800FF770	8008d0e4	read
DAT_800FF780	8008d238	read_write
DAT_800FF780	8008d434	read
DAT_800FF780	8008d4e8	read
DAT_800FF780	8008d6c8	read
DAT_800FF784	8008d238	read_write
DAT_800FF784	8008d434	read
DAT_800FF784	8008d4e8	read
DAT_800FF784	8008d6c8	read
DAT_800FF788	8008d238	read_write
DAT_800FF788	8008d434	read
DAT_800FF788	8008d4e8	read
DAT_800FF788	8008d6c8	read
DAT_800FF78C	8008d238	read_write
DAT_800FF78C	8008d434	read
DAT_800FF78C	8008d4e8	read
DAT_800FF78C	8008d6c8	read
DAT_800FF790	8008d238	read_write
DAT_800FF790	8008d434	read
DAT_800FF790	8008d4e8	read
DAT_800FF790	8008d5f0	read
DAT_800FF794	8008d238	read_write
DAT_800FF794	8008d434	read
DAT_800FF794	8008d4e8	read
DAT_800FF794	8008d5f0	read
DAT_800FF798	8008d238	read_write
DAT_800FF798	8008d434	read
DAT_800FF798	8008d4e8	read
DAT_800FF798	8008d5f0	read
DAT_800FF79C	8008d238	read_write
DAT_800FF79C	8008d434	read
DAT_800FF79C	8008d4e8	read
DAT_800FF79C	8008d5f0	read
DAT_800FF7A0	8008d4e8	write
DAT_800FF7A0	8008d5f0	read_write
DAT_800FF7A0	8008d7a0	read
DAT_800FF7A4	8008d4e8	write
DAT_800FF7A4	8008d5f0	read_write
DAT_800FF7A4	8008d7a0	read
DAT_800FF7A8	8008d4e8	write
DAT_800FF7A8	8008d5f0	read_write
DAT_800FF7A8	8008d7a0	read
DAT_800FF7AC	8008d4e8	write
DAT_800FF7AC	8008d5f0	read_write
DAT_800FF7AC	8008d7a0	read
DAT_800FF7B0	8008d4e8	write
DAT_800FF7B0	8008d6c8	read_write
DAT_800FF7B0	8008d7dc	read
DAT_800FF7B4	8008d4e8	write
DAT_800FF7B4	8008d6c8	read_write
DAT_800FF7B4	8008d7dc	read
DAT_800FF7B8	8008d4e8	write
DAT_800FF7B8	8008d6c8	read_write
DAT_800FF7B8	8008d7dc	read
DAT_800FF7BC	8008d4e8	write
DAT_800FF7BC	8008d6c8	read_write
DAT_800FF7BC	8008d7dc	read
DAT_800FF7C0	8008d818	read
DAT_800FF7C0	8008dbe8	read
DAT_800FF7C4	8008d818	read
DAT_800FF7C4	8008dbe8	read
DAT_800FF7C8	8008d818	read
DAT_800FF7C8	8008dbe8	read
DAT_800FF980	8008dbe8	read
DAT_800FF9A0	8008d818	read
DAT_800FF9F0	8008dbe8	read
DAT_800FFA00	8008d818	read_write
DAT_800FFA00	8008dbe8	read_write
DAT_800FFA01	8008dbe8	write
DAT_800FFA02	8008d818	read
DAT_800FFA04	8008d818	write
DAT_800FFA04	8008dbe8	read_write
DAT_800FFA08	8008d818	write
DAT_800FFA08	8008dbe8	read_write
DAT_800FFA0C	8008d818	write
DAT_800FFA0C	8008dbe8	read_write
DAT_800FFA10	8008d818	write
DAT_800FFA10	8008dbe8	read_write
DAT_800FFA14	8008d818	write
DAT_800FFA14	8008dbe8	read_write
DAT_800FFA18	8008d818	write
DAT_800FFA18	8008dbe8	read_write
DAT_800FFA1C	8008d818	write
DAT_800FFA1C	8008dbe8	read_write
DAT_800FFA80	8008e408	read
DAT_800FFA84	8008e408	read
DAT_800FFA90	8008e2a8	write
DAT_800FFA90	8008e434	write
DAT_800FFA90	8008e7e0	read
DAT_800FFA94	8008e2a8	write
DAT_800FFA94	8008e434	write
DAT_800FFA98	8008e434	write
DAT_800FFAA4	8008e2a8	write
DAT_800FFAA4	8008e434	write
DAT_800FFAA4	8008e7e0	read
DAT_800FFAA8	8008e2a8	write
DAT_800FFAB0	8008e7e0	read
DAT_800FFAB1	8008f04c	write
DAT_800FFB48	8008e7e0	read_write
DAT_800FFBE0	8008e2a8	write
DAT_800FFBE0	8008e434	write
DAT_800FFBE0	8008e5e8	read
DAT_800FFBE0	8008e7e0	read
DAT_800FFBE0	8008f04c	read_write
DAT_800FFBE4	8008e7e0	read
DAT_800FFBEC	8008e790	write
DAT_800FFBEC	8008e7e0	read_write
DAT_800FFBF0	8008ee44	read_write
DAT_800FFBF4	8008ed40	write
DAT_800FFBF4	8008ed74	read
DAT_800FFBF4	8008ee44	read_write
DAT_800FFBF8	8008ed40	write
DAT_800FFBF8	8008ed74	read
DAT_800FFBF8	8008ee44	read_write
DAT_800FFBFC	8008ed40	write
DAT_800FFBFC	8008ed74	read_write
DAT_800FFBFC	8008ee44	read_write
DAT_800FFC00	8008f708	read_write
DAT_800FFC00	8008f738	write
DAT_800FFC10	800901a8	read
DAT_800FFC10	800902a4	read
DAT_800FFC10	800902e0	read
DAT_800FFC30	800128cc	read
DAT_8015C410	8003a8f0	read
DAT_8015C414	8003a22c	read
DAT_8015C424	800193dc	read_write
DAT_8015C424	8001f030	read
DAT_8015C424	800247f0	read
DAT_8015C424	800248e0	read
DAT_8015C426	800193dc	write
DAT_8015C538	800193dc	write
DAT_8015C53A	800193dc	write
DAT_8015C53C	800193dc	write
DAT_8015C652	800193dc	write
DAT_8016A9D4	800193dc	write
DAT_8016AAEA	800193dc	write
DAT_8016AAEC	800193dc	write
DAT_8016AAEE	800193dc	write
DAT_8016AC00	800193dc	write
DAT_8016AC02	800193dc	write
DAT_80177EA4	80024a9c	read
DAT_80177EA6	80024a9c	read
DAT_80177EA8	80024a9c	read
DAT_80177EAA	80024a9c	read
DAT_80177F94	8002465c	read
DAT_80177F94	800248e0	read
DAT_80177FBC	8002465c	read
DAT_80177FE8	8002465c	read
DAT_80177FE8	800247f0	read
DAT_80178038	8002465c	read
DAT_8017808C	8001f030	read
DAT_8017808C	800247f0	read
DAT_80178096	8001f030	write
DAT_80178130	800247f0	read
DAT_80178130	800248e0	read
DAT_801781D8	8001798c	read
DAT_801781D8	80020eb0	read
DAT_801781D8	800244b0	read
DAT_8017878C	800218cc	read
DAT_801798A8	80021614	read
DAT_801799D8	800170c4	read
DAT_801799D8	80020eb0	read
DAT_801799D8	800219ac	read
DAT_801799D8	8002c9bc	read
DAT_8017A1D8	800170c4	read
DAT_8017A1D8	80019998	read
DAT_8017C2D8	800170c4	read
DAT_8017C2D8	800199f0	read
DAT_8017C2D9	800199f0	read
DAT_80184784	8013b004	read_write
DAT_80184784	80140000	read_write
DAT_80184784	80146258	read_write
DAT_80184784	801680f4	read_write
DAT_80184784	80168160	read_write
DAT_80184784	80168254	read_write
DAT_80184784	80168344	read_write
DAT_80184784	8016866c	read_write
DAT_80184784	801686ac	read_write
DAT_80184784	80168e1c	read_write
DAT_80184784	80168fcc	read_write
DAT_80184784	80169024	read_write
DAT_80184784	80169a1c	read_write
DAT_80184784	80169e64	read_write
DAT_80184784	8016a160	read_write
DAT_80184784	8016a850	read_write
DAT_80184784	8017a004	read_write
DAT_80184784	8017b004	read_write
DAT_80184784	80180004	read_write
DAT_80184784	8018001c	read_write
DAT_80184784	80180e48	read_write
DAT_80184788	8013b004	read_write
DAT_80184788	80140000	read_write
DAT_80184788	80146258	read_write
DAT_80184788	801680f4	read_write
DAT_80184788	80168160	read_write
DAT_80184788	80168254	read_write
DAT_80184788	80168344	read_write
DAT_80184788	8016866c	read_write
DAT_80184788	801686ac	read_write
DAT_80184788	80168e1c	read_write
DAT_80184788	80168fcc	read_write
DAT_80184788	80169024	read_write
DAT_80184788	80169a1c	read_write
DAT_80184788	80169e64	read_write
DAT_80184788	8016a160	read_write
DAT_80184788	8016a850	read_write
DAT_80184788	8017a004	read_write
DAT_80184788	8017b004	read_write
DAT_80184788	80180004	read_write
DAT_80184788	8018001c	read_write
DAT_80184788	80180e48	read_write
DAT_8018478C	8013b004	read_write
DAT_8018478C	80140000	read_write
DAT_8018478C	80146258	read_write
DAT_8018478C	801680f4	read_write
DAT_8018478C	80168160	read_write
DAT_8018478C	80168254	read_write
DAT_8018478C	80168344	read_write
DAT_8018478C	8016866c	read_write
DAT_8018478C	801686ac	read_write
DAT_8018478C	80168e1c	read_write
DAT_8018478C	80168fcc	read_write
DAT_8018478C	80169024	read_write
DAT_8018478C	80169a1c	read_write
DAT_8018478C	80169e64	read_write
DAT_8018478C	8016a160	read_write
DAT_8018478C	8016a850	read_write
DAT_8018478C	8017a004	read_write
DAT_8018478C	8017b004	read_write
DAT_8018478C	80180004	read_write
DAT_8018478C	8018001c	read_write
DAT_8018478C	8018019c	read
DAT_8018478C	80180390	read_write
DAT_8018478C	80180e48	read_write
DAT_80184794	8013b004	read
DAT_80184794	80140000	read
DAT_80184794	80146258	read
DAT_80184794	801680f4	read
DAT_80184794	80168160	read
DAT_80184794	80168254	read
DAT_80184794	80168344	read
DAT_80184794	8016866c	read
DAT_80184794	801686ac	read
DAT_80184794	80168e1c	read
DAT_80184794	80168fcc	read
DAT_80184794	80169024	read
DAT_80184794	80169a1c	read
DAT_80184794	80169e64	read
DAT_80184794	8016a160	read
DAT_80184794	8016a850	read
DAT_80184794	8017a004	read
DAT_80184794	8017b004	read
DAT_80184794	80180004	read
DAT_80184794	8018001c	read
DAT_80184794	8018019c	read
DAT_80184794	80180390	read
DAT_80184794	80180da4	read
