address	name	body_bytes	status	origin	region
8003fba0	FUN_8003fba0	88	ok	resident_export	resident
8003fbf8	FUN_8003fbf8	1028	ok	resident_export	resident
8003fffc	FUN_8003fffc	60	ok	resident_export	resident
80040038	FUN_80040038	256	ok	resident_seed_from_su_pass	resident
80040138	FUN_80040138	92	ok	resident_export	resident
800401a4	FUN_800401a4	96	ok	resident_export	resident
80040204	FUN_80040204	40	ok	resident_export	resident
8004022c	FUN_8004022c	44	ok	resident_export	resident
80040258	FUN_80040258	36	ok	resident_export	resident
8004027c	FUN_8004027c	48	ok	resident_export	resident
800402ac	FUN_800402ac	44	ok	resident_export	resident
800402d8	FUN_800402d8	36	ok	resident_export	resident
800402fc	FUN_800402fc	36	ok	resident_export	resident
80040320	FUN_80040320	48	ok	resident_export	resident
80040350	FUN_80040350	64	ok	resident_export	resident
80040390	FUN_80040390	64	ok	resident_export	resident
800403d0	FUN_800403d0	352	ok	resident_export	resident
80040530	FUN_80040530	148	ok	resident_export	resident
800405c4	FUN_800405c4	204	ok	resident_export	resident
80040690	FUN_80040690	36	ok	resident_export	resident
800406b4	FUN_800406b4	96	ok	resident_export	resident
80040714	FUN_80040714	32	ok	resident_export	resident
80040734	FUN_80040734	20	ok	resident_export	resident
80040748	FUN_80040748	40	ok	resident_export	resident
8004078c	FUN_8004078c	116	ok	resident_export	resident
80040800	FUN_80040800	68	ok	resident_export	resident
80040844	FUN_80040844	120	ok	resident_export	resident
800408bc	FUN_800408bc	652	ok	resident_export	resident
80040b48	FUN_80040b48	188	ok	resident_export	resident
80040c04	FUN_80040c04	808	ok	resident_export	resident
80040f2c	FUN_80040f2c	180	ok	resident_export	resident
80040fe0	FUN_80040fe0	104	ok	resident_export	resident
80041048	FUN_80041048	196	ok	resident_export	resident
8004110c	FUN_8004110c	656	ok	resident_export	resident
8004139c	FUN_8004139c	728	ok	resident_export	resident
80041674	FUN_80041674	220	ok	resident_export	resident
800417d0	FUN_800417d0	152	ok	resident_export	resident
800418c0	FUN_800418c0	1788	ok	resident_export	resident
80041fbc	FUN_80041fbc	212	ok	resident_export	resident
80042090	FUN_80042090	284	ok	resident_export	resident
800421ac	FUN_800421ac	276	ok	resident_export	resident
800422c0	FUN_800422c0	504	ok	resident_export	resident
800424b8	FUN_800424b8	1620	ok	resident_export	resident
80042b0c	FUN_80042b0c	72	ok	resident_export	resident
80042ba4	FUN_80042ba4	52	ok	resident_export	resident
80042bd8	FUN_80042bd8	68	ok	resident_export	resident
80042c1c	FUN_80042c1c	44	ok	resident_export	resident
80042c48	FUN_80042c48	36	ok	resident_export	resident
80042c6c	FUN_80042c6c	36	ok	resident_export	resident
80042c90	FUN_80042c90	72	ok	resident_export	resident
80042d08	FUN_80042d08	40	ok	resident_export	resident
80042d30	FUN_80042d30	40	ok	resident_export	resident
80042d58	FUN_80042d58	40	ok	resident_export	resident
80042d80	FUN_80042d80	40	ok	resident_export	resident
80042da8	FUN_80042da8	44	ok	resident_export	resident
80042dd4	FUN_80042dd4	52	ok	resident_export	resident
80042e08	FUN_80042e08	48	ok	resident_export	resident
80042e38	FUN_80042e38	56	ok	resident_export	resident
80042e70	FUN_80042e70	88	ok	resident_export	resident
80042ec8	FUN_80042ec8	40	ok	resident_export	resident
80042ef0	FUN_80042ef0	72	ok	resident_export	resident
80042f38	FUN_80042f38	1392	ok	resident_export	resident
800434a8	FUN_800434a8	20	ok	resident_export	resident
800434bc	FUN_800434bc	164	ok	resident_export	resident
80043560	FUN_80043560	248	ok	resident_export	resident
80043658	FUN_80043658	636	ok	resident_export	resident
800438d4	FUN_800438d4	420	ok	resident_export	resident
80043a78	FUN_80043a78	604	ok	resident_export	resident
80043cd4	FUN_80043cd4	168	ok	resident_export	resident
80043d7c	FUN_80043d7c	76	ok	resident_export	resident
80043dc8	FUN_80043dc8	116	ok	resident_export	resident
80043e3c	FUN_80043e3c	584	ok	resident_export	resident
80044084	FUN_80044084	384	ok	resident_export	resident
80044204	FUN_80044204	88	ok	resident_export	resident
8004425c	FUN_8004425c	144	ok	resident_export	resident
800442ec	FUN_800442ec	56	ok	resident_export	resident
80044324	FUN_80044324	84	ok	resident_export	resident
80044378	FUN_80044378	380	ok	resident_export	resident
800444f4	FUN_800444f4	124	ok	resident_export	resident
80044570	FUN_80044570	60	ok	resident_export	resident
800445ac	FUN_800445ac	76	ok	resident_export	resident
800445f8	FUN_800445f8	160	ok	resident_export	resident
80044698	FUN_80044698	156	ok	resident_export	resident
80044734	FUN_80044734	108	ok	resident_export	resident
800447a0	FUN_800447a0	156	ok	resident_export	resident
8004483c	FUN_8004483c	108	ok	resident_export	resident
800448a8	FUN_800448a8	132	ok	resident_export	resident
8004492c	FUN_8004492c	212	ok	resident_export	resident
80044a00	FUN_80044a00	84	ok	resident_export	resident
80044a54	FUN_80044a54	112	ok	resident_export	resident
80044ac4	FUN_80044ac4	560	ok	resident_export	resident
80044cf4	FUN_80044cf4	1180	ok	resident_export	resident
80045190	FUN_80045190	40	ok	resident_export	resident
80045204	FUN_80045204	88	ok	resident_export	resident
8004525c	FUN_8004525c	32	ok	resident_export	resident
8004527c	FUN_8004527c	208	ok	resident_export	resident
8004534c	FUN_8004534c	200	ok	resident_export	resident
80045414	FUN_80045414	140	ok	resident_export	resident
800454b8	FUN_800454b8	64	ok	resident_export	resident
800454f8	FUN_800454f8	24	ok	resident_export	resident
80045510	FUN_80045510	192	ok	resident_export	resident
800455d0	FUN_800455d0	204	ok	resident_export	resident
8004569c	FUN_8004569c	40	ok	resident_export	resident
800456c4	FUN_800456c4	300	ok	resident_export	resident
800457f0	FUN_800457f0	280	ok	resident_export	resident
80045918	FUN_80045918	40	ok	resident_export	resident
80045940	FUN_80045940	144	ok	resident_export	resident
800459d0	FUN_800459d0	1748	ok	resident_export	resident
800460a4	FUN_800460a4	176	ok	resident_export	resident
80046154	FUN_80046154	676	ok	resident_export	resident
800463f8	FUN_800463f8	856	ok	resident_export	resident
80046750	FUN_80046750	604	ok	resident_export	resident
800469ac	FUN_800469ac	380	ok	resident_export	resident
80046bd8	FUN_80046bd8	76	ok	resident_export	resident
80046c24	FUN_80046c24	500	ok	resident_export	resident
80046e4c	FUN_80046e4c	120	ok	resident_export	resident
80046ec4	FUN_80046ec4	948	ok	resident_export	resident
80047278	FUN_80047278	368	ok	resident_export	resident
800473e8	FUN_800473e8	72	ok	resident_export	resident
80047430	FUN_80047430	104	ok	resident_export	resident
800474cc	FUN_800474cc	20	ok	resident_export	resident
800474e0	FUN_800474e0	96	ok	resident_export	resident
80047540	FUN_80047540	144	ok	resident_export	resident
800475d0	FUN_800475d0	144	ok	resident_export	resident
80047660	FUN_80047660	168	ok	resident_export	resident
80047708	FUN_80047708	48	ok	resident_export	resident
80047738	FUN_80047738	108	ok	resident_export	resident
800477a4	FUN_800477a4	40	ok	resident_export	resident
800477cc	FUN_800477cc	144	ok	resident_export	resident
8004785c	FUN_8004785c	36	ok	resident_export	resident
80047880	FUN_80047880	64	ok	resident_export	resident
800478c0	FUN_800478c0	40	ok	resident_export	resident
800478e8	FUN_800478e8	40	ok	resident_export	resident
80047910	FUN_80047910	444	ok	resident_export	resident
80047acc	FUN_80047acc	120	ok	resident_export	resident
80047b44	FUN_80047b44	212	ok	resident_export	resident
80047c18	FUN_80047c18	220	ok	resident_export	resident
80047cf4	FUN_80047cf4	136	ok	resident_export	resident
80047d7c	FUN_80047d7c	380	ok	resident_export	resident
80047ef8	FUN_80047ef8	104	ok	resident_export	resident
80047f60	FUN_80047f60	152	ok	resident_export	resident
80047ff8	FUN_80047ff8	76	ok	resident_export	resident
80048044	FUN_80048044	156	ok	resident_export	resident
800480e0	FUN_800480e0	32	ok	resident_export	resident
80048100	FUN_80048100	84	ok	resident_export	resident
80048154	FUN_80048154	236	ok	resident_export	resident
80048240	FUN_80048240	276	ok	resident_export	resident
80048354	FUN_80048354	116	ok	resident_export	resident
800483c8	FUN_800483c8	116	ok	resident_export	resident
8004843c	FUN_8004843c	144	ok	resident_export	resident
800484cc	FUN_800484cc	628	ok	resident_export	resident
80048740	FUN_80048740	936	ok	resident_export	resident
80048ae8	FUN_80048ae8	272	ok	resident_export	resident
80048bf8	FUN_80048bf8	440	ok	resident_export	resident
80048db0	FUN_80048db0	264	ok	resident_export	resident
80048eb8	FUN_80048eb8	484	ok	resident_export	resident
80049100	FUN_80049100	152	ok	resident_export	resident
80049198	FUN_80049198	524	ok	resident_export	resident
800493a4	FUN_800493a4	252	ok	resident_export	resident
800494a0	FUN_800494a0	224	ok	resident_export	resident
80049580	FUN_80049580	24	ok	resident_export	resident
80049598	FUN_80049598	24	ok	resident_export	resident
800495b0	FUN_800495b0	24	ok	resident_export	resident
800495c8	FUN_800495c8	200	ok	resident_export	resident
80049690	FUN_80049690	48	ok	resident_export	resident
800496c0	FUN_800496c0	168	ok	resident_export	resident
80049768	FUN_80049768	48	ok	resident_export	resident
80049798	FUN_80049798	140	ok	resident_export	resident
80049824	FUN_80049824	100	ok	resident_export	resident
80049888	FUN_80049888	60	ok	resident_export	resident
800498c4	FUN_800498c4	192	ok	resident_export	resident
80049984	FUN_80049984	80	ok	resident_export	resident
800499d4	FUN_800499d4	80	ok	resident_export	resident
80049a24	FUN_80049a24	16	ok	resident_export	resident
80049a34	FUN_80049a34	56	ok	resident_export	resident
80049a6c	FUN_80049a6c	16	ok	resident_export	resident
80049a7c	FUN_80049a7c	20	ok	resident_export	resident
80049a90	FUN_80049a90	64	ok	resident_export	resident
80049ad0	FUN_80049ad0	84	ok	resident_export	resident
80049b24	FUN_80049b24	48	ok	resident_export	resident
80049b54	FUN_80049b54	152	ok	resident_export	resident
80049bec	FUN_80049bec	132	ok	resident_export	resident
80049c70	FUN_80049c70	220	ok	resident_export	resident
80049d4c	FUN_80049d4c	60	ok	resident_export	resident
80049d88	FUN_80049d88	40	ok	resident_export	resident
80049db0	FUN_80049db0	324	ok	resident_export	resident
80049ef4	FUN_80049ef4	144	ok	resident_export	resident
80049f84	FUN_80049f84	184	ok	resident_export	resident
8004a03c	FUN_8004a03c	148	ok	resident_export	resident
8004a0d0	FUN_8004a0d0	112	ok	resident_export	resident
8004a140	FUN_8004a140	72	ok	resident_export	resident
8004a188	FUN_8004a188	224	ok	resident_export	resident
8004a268	FUN_8004a268	240	ok	resident_export	resident
8004a358	FUN_8004a358	72	ok	resident_export	resident
8004a3a0	FUN_8004a3a0	64	ok	resident_export	resident
8004a3e0	FUN_8004a3e0	100	ok	resident_export	resident
8004a444	FUN_8004a444	328	ok	resident_export	resident
8004a58c	FUN_8004a58c	384	ok	resident_export	resident
8004a70c	FUN_8004a70c	124	ok	resident_export	resident
8004a788	FUN_8004a788	196	ok	resident_export	resident
8004a84c	FUN_8004a84c	128	ok	resident_export	resident
8004a8cc	FUN_8004a8cc	220	ok	resident_export	resident
8004a9a8	FUN_8004a9a8	448	ok	resident_export	resident
8004ab68	FUN_8004ab68	32	ok	resident_export	resident
8004ab88	FUN_8004ab88	108	ok	resident_export	resident
8004abf4	FUN_8004abf4	92	ok	resident_export	resident
8004ac50	FUN_8004ac50	148	ok	resident_export	resident
8004ace4	FUN_8004ace4	144	ok	resident_export	resident
8004ad74	FUN_8004ad74	92	ok	resident_export	resident
8004add0	FUN_8004add0	444	ok	resident_export	resident
8004af8c	FUN_8004af8c	488	ok	resident_export	resident
8004b174	FUN_8004b174	260	ok	resident_export	resident
8004b278	FUN_8004b278	1420	ok	resident_export	resident
8004b804	FUN_8004b804	296	ok	resident_export	resident
8004b92c	FUN_8004b92c	588	ok	resident_export	resident
8004bb78	FUN_8004bb78	36	ok	resident_export	resident
8004bb9c	FUN_8004bb9c	40	ok	resident_export	resident
8004bbc4	FUN_8004bbc4	288	ok	resident_export	resident
8004bce4	FUN_8004bce4	188	ok	resident_export	resident
8004bda0	FUN_8004bda0	128	ok	resident_export	resident
8004be20	FUN_8004be20	80	ok	resident_export	resident
8004be70	FUN_8004be70	192	ok	resident_export	resident
8004bf30	FUN_8004bf30	68	ok	resident_export	resident
8004bf74	FUN_8004bf74	80	ok	resident_export	resident
8004bfc4	FUN_8004bfc4	136	ok	resident_export	resident
8004c04c	FUN_8004c04c	112	ok	resident_export	resident
8004c0bc	FUN_8004c0bc	124	ok	resident_export	resident
8004c138	FUN_8004c138	64	ok	resident_export	resident
8004c178	FUN_8004c178	388	ok	resident_export	resident
8004c2fc	FUN_8004c2fc	20	ok	resident_export	resident
8004c310	FUN_8004c310	8	ok	resident_export	resident
8004c318	FUN_8004c318	548	ok	resident_export	resident
8004c53c	FUN_8004c53c	104	ok	resident_export	resident
8004c5a4	FUN_8004c5a4	780	ok	resident_export	resident
8004c8b0	FUN_8004c8b0	320	ok	resident_export	resident
8004c9f0	FUN_8004c9f0	104	ok	resident_export	resident
8004ca58	FUN_8004ca58	436	ok	resident_export	resident
8004cc0c	FUN_8004cc0c	208	ok	resident_export	resident
8004ccdc	FUN_8004ccdc	124	ok	resident_export	resident
8004cd58	FUN_8004cd58	408	ok	resident_export	resident
8004cef0	FUN_8004cef0	92	ok	resident_export	resident
8004cf4c	FUN_8004cf4c	80	ok	resident_export	resident
8004cf9c	FUN_8004cf9c	708	ok	resident_export	resident
8004d260	FUN_8004d260	856	ok	resident_export	resident
8004d5b8	FUN_8004d5b8	268	ok	resident_export	resident
8004d954	FUN_8004d954	36	ok	resident_export	resident
8004d978	FUN_8004d978	44	ok	resident_export	resident
8004d9a4	FUN_8004d9a4	528	ok	resident_export	resident
8004dbb4	FUN_8004dbb4	3172	ok	resident_export	resident
8004e818	FUN_8004e818	1004	ok	resident_export	resident
8004ec04	FUN_8004ec04	1148	ok	resident_export	resident
8004f080	FUN_8004f080	260	ok	resident_export	resident
8004f184	FUN_8004f184	12	ok	resident_export	resident
8004f190	FUN_8004f190	12	ok	resident_export	resident
8004f19c	FUN_8004f19c	12	ok	resident_export	resident
8004f1a8	FUN_8004f1a8	12	ok	resident_export	resident
8004f1b4	FUN_8004f1b4	20	ok	resident_export	resident
8004f1c8	FUN_8004f1c8	196	ok	resident_export	resident
8004f28c	FUN_8004f28c	316	ok	resident_export	resident
8004f3c8	FUN_8004f3c8	428	ok	resident_export	resident
8004f598	FUN_8004f598	64	ok	resident_export	resident
8004f5d8	FUN_8004f5d8	332	ok	resident_export	resident
8004f724	FUN_8004f724	156	ok	resident_export	resident
8004f7c0	FUN_8004f7c0	120	ok	resident_export	resident
8004f838	FUN_8004f838	244	ok	resident_export	resident
8004f92c	FUN_8004f92c	456	ok	resident_export	resident
8004faf4	FUN_8004faf4	36	ok	resident_export	resident
8004fb18	FUN_8004fb18	12	ok	resident_export	resident
8004fb24	FUN_8004fb24	28	ok	resident_export	resident
8004fb40	FUN_8004fb40	148	ok	resident_export	resident
8004fbd4	FUN_8004fbd4	88	ok	resident_export	resident
8004fc2c	FUN_8004fc2c	1576	ok	resident_export	resident
80050254	FUN_80050254	1164	ok	resident_export	resident
800506e0	FUN_800506e0	464	ok	resident_export	resident
800508b0	FUN_800508b0	440	ok	resident_export	resident
80050a68	FUN_80050a68	512	ok	resident_export	resident
80050d8c	FUN_80050d8c	492	ok	resident_export	resident
80050f78	FUN_80050f78	2444	ok	resident_export	resident
80051904	FUN_80051904	496	ok	resident_export	resident
80051af4	FUN_80051af4	352	ok	resident_export	resident
80051c54	FUN_80051c54	4908	ok	resident_export	resident
80052f80	FUN_80052f80	1880	ok	resident_export	resident
800536d8	FUN_800536d8	588	ok	resident_export	resident
80053924	FUN_80053924	1876	ok	resident_export	resident
80054078	FUN_80054078	328	ok	resident_export	resident
800541c0	FUN_800541c0	740	ok	resident_export	resident
800544a4	FUN_800544a4	1784	ok	resident_export	resident
80054b9c	FUN_80054b9c	2784	ok	resident_export	resident
8005567c	FUN_8005567c	364	ok	resident_export	resident
800557e8	FUN_800557e8	556	ok	resident_export	resident
80055a14	FUN_80055a14	1152	ok	resident_export	resident
80055e94	FUN_80055e94	920	ok	resident_export	resident
8005622c	FUN_8005622c	388	ok	resident_export	resident
800563b0	FUN_800563b0	400	ok	resident_export	resident
80056540	FUN_80056540	224	ok	resident_export	resident
80056620	FUN_80056620	3068	ok	resident_export	resident
8005721c	FUN_8005721c	5700	ok	resident_export	resident
80058860	FUN_80058860	748	ok	resident_export	resident
80058b4c	FUN_80058b4c	1864	ok	resident_export	resident
80059294	FUN_80059294	308	ok	resident_export	resident
800593c8	FUN_800593c8	692	ok	resident_export	resident
8005967c	FUN_8005967c	804	ok	resident_export	resident
800599a0	FUN_800599a0	1364	ok	resident_export	resident
80059ef4	FUN_80059ef4	1996	ok	resident_export	resident
8005a6c0	FUN_8005a6c0	620	ok	resident_export	resident
8005a92c	FUN_8005a92c	844	ok	resident_export	resident
8005ac78	FUN_8005ac78	812	ok	resident_export	resident
8005afa4	FUN_8005afa4	280	ok	resident_export	resident
8005b0bc	FUN_8005b0bc	412	ok	resident_export	resident
8005b258	FUN_8005b258	492	ok	resident_export	resident
8005b444	FUN_8005b444	392	ok	resident_export	resident
8005b5cc	FUN_8005b5cc	496	ok	resident_export	resident
8005b7bc	FUN_8005b7bc	532	ok	resident_export	resident
8005b9d0	FUN_8005b9d0	256	ok	resident_export	resident
8005bad0	FUN_8005bad0	324	ok	resident_export	resident
8005bc14	FUN_8005bc14	692	ok	resident_export	resident
8005bed4	FUN_8005bed4	12	ok	resident_export	resident
8005bee0	FUN_8005bee0	68	ok	resident_export	resident
8005bf24	FUN_8005bf24	32	ok	resident_export	resident
8005bf70	FUN_8005bf70	44	ok	resident_export	resident
8005c018	FUN_8005c018	16	ok	resident_export	resident
8005c0b8	FUN_8005c0b8	80	ok	resident_export	resident
8005c108	FUN_8005c108	220	ok	resident_export	resident
8005c1e4	FUN_8005c1e4	88	ok	resident_export	resident
8005c23c	FUN_8005c23c	140	ok	resident_export	resident
8005c2c8	FUN_8005c2c8	60	ok	resident_export	resident
8005c304	FUN_8005c304	12	ok	resident_export	resident
8005c310	FUN_8005c310	12	ok	resident_export	resident
8005c328	FUN_8005c328	12	ok	resident_export	resident
8005c334	FUN_8005c334	88	ok	resident_export	resident
8005c38c	FUN_8005c38c	40	ok	resident_export	resident
8005c3b4	FUN_8005c3b4	292	ok	resident_export	resident
8005c4d8	FUN_8005c4d8	204	ok	resident_export	resident
8005c628	FUN_8005c628	112	ok	resident_export	resident
8005c698	FUN_8005c698	56	ok	resident_export	resident
8005c6d0	FUN_8005c6d0	212	ok	resident_export	resident
8005c7a4	FUN_8005c7a4	100	ok	resident_export	resident
8005c808	FUN_8005c808	200	ok	resident_export	resident
8005c8d0	FUN_8005c8d0	196	ok	resident_export	resident
8005c994	FUN_8005c994	88	ok	resident_export	resident
8005c9ec	FUN_8005c9ec	36	ok	resident_export	resident
8005ca10	FUN_8005ca10	244	ok	resident_export	resident
8005cb04	FUN_8005cb04	84	ok	resident_export	resident
8005cb58	FUN_8005cb58	88	ok	resident_export	resident
8005cbb0	FUN_8005cbb0	56	ok	resident_export	resident
8005cbe8	FUN_8005cbe8	12	ok	resident_export	resident
8005cbf4	FUN_8005cbf4	12	ok	resident_export	resident
8005cc00	FUN_8005cc00	152	ok	resident_export	resident
8005cc98	FUN_8005cc98	136	ok	resident_export	resident
8005cd20	FUN_8005cd20	12	ok	resident_export	resident
8005cd2c	FUN_8005cd2c	100	ok	resident_export	resident
8005cd90	FUN_8005cd90	20	ok	resident_export	resident
8005cda4	FUN_8005cda4	52	ok	resident_export	resident
8005cdd8	FUN_8005cdd8	20	ok	resident_export	resident
8005cdec	FUN_8005cdec	244	ok	resident_export	resident
8005cee0	FUN_8005cee0	228	ok	resident_export	resident
8005cfc4	FUN_8005cfc4	92	ok	resident_export	resident
8005d020	FUN_8005d020	148	ok	resident_export	resident
8005d0b4	FUN_8005d0b4	100	ok	resident_export	resident
8005d118	FUN_8005d118	100	ok	resident_export	resident
8005d17c	FUN_8005d17c	104	ok	resident_export	resident
8005d1e4	FUN_8005d1e4	84	ok	resident_export	resident
8005d238	FUN_8005d238	88	ok	resident_export	resident
8005d290	FUN_8005d290	108	ok	resident_export	resident
8005d2fc	FUN_8005d2fc	236	ok	resident_export	resident
8005d3e8	FUN_8005d3e8	240	ok	resident_export	resident
8005d4d8	FUN_8005d4d8	152	ok	resident_export	resident
8005d570	FUN_8005d570	92	ok	resident_export	resident
8005d5cc	FUN_8005d5cc	120	ok	resident_export	resident
8005d644	FUN_8005d644	220	ok	resident_export	resident
8005d720	FUN_8005d720	144	ok	resident_export	resident
8005d7b0	FUN_8005d7b0	464	ok	resident_export	resident
8005d980	FUN_8005d980	76	ok	resident_export	resident
8005d9cc	FUN_8005d9cc	200	ok	resident_export	resident
8005da94	FUN_8005da94	196	ok	resident_export	resident
8005db58	FUN_8005db58	212	ok	resident_export	resident
8005dc2c	FUN_8005dc2c	120	ok	resident_export	resident
8005dca4	FUN_8005dca4	1844	ok	resident_export	resident
8005e3d8	FUN_8005e3d8	1160	ok	resident_export	resident
8005e860	FUN_8005e860	1564	ok	resident_export	resident
8005ee7c	FUN_8005ee7c	496	ok	resident_export	resident
8005f06c	FUN_8005f06c	96	ok	resident_export	resident
8005f0cc	FUN_8005f0cc	1124	ok	resident_export	resident
8005f530	FUN_8005f530	76	ok	resident_export	resident
8005f57c	FUN_8005f57c	600	ok	resident_export	resident
8005f7d4	FUN_8005f7d4	76	ok	resident_export	resident
80067d88	FUN_80067d88	532	ok	resident_export	resident
80067f9c	FUN_80067f9c	712	ok	resident_export	resident
80068264	FUN_80068264	492	ok	resident_export	resident
80068450	FUN_80068450	96	ok	resident_export	resident
800684b0	FUN_800684b0	428	ok	resident_export	resident
80068bb0	FUN_80068bb0	96	ok	resident_export	resident
80068c10	FUN_80068c10	80	ok	resident_export	resident
80069d90	FUN_80069d90	748	ok	resident_export	resident
8006a07c	FUN_8006a07c	728	ok	resident_export	resident
8006a354	FUN_8006a354	388	ok	resident_export	resident
8006a4d8	FUN_8006a4d8	556	ok	resident_export	resident
8006a884	FUN_8006a884	220	ok	resident_export	resident
8006a960	FUN_8006a960	140	ok	resident_export	resident
8006a9ec	FUN_8006a9ec	64	ok	resident_export	resident
8006aa2c	FUN_8006aa2c	56	ok	resident_export	resident
8006aa64	FUN_8006aa64	92	ok	resident_export	resident
8006aac0	FUN_8006aac0	16	ok	resident_export	resident
8006aad0	FUN_8006aad0	88	ok	resident_export	resident
8006ab28	FUN_8006ab28	100	ok	resident_export	resident
8006ab9c	FUN_8006ab9c	824	ok	resident_export	resident
8006aed4	FUN_8006aed4	428	ok	resident_export	resident
8006b080	FUN_8006b080	240	ok	resident_export	resident
8006b170	FUN_8006b170	240	ok	resident_export	resident
8006b260	FUN_8006b260	240	ok	resident_export	resident
8006b350	FUN_8006b350	528	ok	resident_export	resident
8006b560	FUN_8006b560	84	ok	resident_export	resident
8006b5b4	FUN_8006b5b4	3356	ok	resident_export	resident
8006c2d0	FUN_8006c2d0	1148	ok	resident_export	resident
8006c74c	FUN_8006c74c	476	ok	resident_export	resident
8006c928	FUN_8006c928	16	ok	resident_export	resident
8006c938	FUN_8006c938	36	ok	resident_export	resident
8006c95c	FUN_8006c95c	76	ok	resident_export	resident
8006c9a8	FUN_8006c9a8	2556	ok	resident_export	resident
8006d3a4	FUN_8006d3a4	9276	ok	resident_export	resident
8006f7e0	FUN_8006f7e0	5080	ok	resident_export	resident
80070bb8	FUN_80070bb8	32	ok	resident_export	resident
80070bd8	FUN_80070bd8	44	ok	resident_export	resident
80070c04	FUN_80070c04	120	ok	resident_export	resident
80070c7c	FUN_80070c7c	192	ok	resident_export	resident
80070d3c	FUN_80070d3c	40	ok	resident_export	resident
80070d64	FUN_80070d64	140	ok	resident_export	resident
80070df0	FUN_80070df0	172	ok	resident_export	resident
80070e9c	FUN_80070e9c	84	ok	resident_export	resident
80070ef0	FUN_80070ef0	92	ok	resident_export	resident
80070f4c	FUN_80070f4c	104	ok	resident_export	resident
80070fb4	FUN_80070fb4	56	ok	resident_export	resident
80070fec	FUN_80070fec	128	ok	resident_export	resident
8007106c	FUN_8007106c	128	ok	resident_export	resident
800710ec	FUN_800710ec	124	ok	resident_export	resident
80071168	FUN_80071168	124	ok	resident_export	resident
800711e4	FUN_800711e4	168	ok	resident_export	resident
8007128c	FUN_8007128c	160	ok	resident_export	resident
8007132c	FUN_8007132c	132	ok	resident_export	resident
80071480	FUN_80071480	104	ok	resident_export	resident
800714e8	FUN_800714e8	220	ok	resident_export	resident
800715d4	FUN_800715d4	392	ok	resident_export	resident
8007175c	FUN_8007175c	180	ok	resident_export	resident
80071810	FUN_80071810	108	ok	resident_export	resident
8007187c	FUN_8007187c	108	ok	resident_export	resident
800718e8	FUN_800718e8	152	ok	resident_export	resident
80071980	FUN_80071980	108	ok	resident_export	resident
800719ec	FUN_800719ec	60	ok	resident_export	resident
80071a28	FUN_80071a28	60	ok	resident_export	resident
80071a64	FUN_80071a64	116	ok	resident_export	resident
80071ad8	FUN_80071ad8	60	ok	resident_export	resident
80071b14	FUN_80071b14	120	ok	resident_export	resident
80071b8c	FUN_80071b8c	136	ok	resident_export	resident
80071c14	FUN_80071c14	60	ok	resident_export	resident
80071c50	FUN_80071c50	60	ok	resident_export	resident
80071c8c	FUN_80071c8c	60	ok	resident_export	resident
80071cc8	FUN_80071cc8	548	ok	resident_export	resident
80071eec	FUN_80071eec	576	ok	resident_export	resident
8007212c	FUN_8007212c	332	ok	resident_export	resident
80072278	FUN_80072278	520	ok	resident_export	resident
80072480	FUN_80072480	272	ok	resident_export	resident
80072590	FUN_80072590	388	ok	resident_export	resident
80072714	FUN_80072714	384	ok	resident_export	resident
80072894	FUN_80072894	464	ok	resident_export	resident
80072a64	FUN_80072a64	296	ok	resident_export	resident
80072b8c	FUN_80072b8c	124	ok	resident_export	resident
80072c08	FUN_80072c08	180	ok	resident_export	resident
80072cbc	FUN_80072cbc	204	ok	resident_export	resident
80072d88	FUN_80072d88	648	ok	resident_export	resident
80073010	FUN_80073010	888	ok	resident_export	resident
80073388	FUN_80073388	348	ok	resident_export	resident
800734f4	FUN_800734f4	196	ok	resident_export	resident
800735b8	FUN_800735b8	60	ok	resident_export	resident
800735f4	FUN_800735f4	404	ok	resident_export	resident
80073878	FUN_80073878	112	ok	resident_export	resident
80073910	FUN_80073910	120	ok	resident_export	resident
800739e8	FUN_800739e8	92	ok	resident_export	resident
80073a44	FUN_80073a44	196	ok	resident_export	resident
80073b08	FUN_80073b08	60	ok	resident_export	resident
80073b44	FUN_80073b44	72	ok	resident_export	resident
80073b8c	FUN_80073b8c	104	ok	resident_export	resident
80073bf4	FUN_80073bf4	56	ok	resident_export	resident
80073c2c	FUN_80073c2c	32	ok	resident_export	resident
80073c4c	FUN_80073c4c	32	ok	resident_export	resident
80073c6c	FUN_80073c6c	16	ok	resident_export	resident
80073c7c	FUN_80073c7c	36	ok	resident_export	resident
80073ca0	FUN_80073ca0	192	ok	resident_export	resident
80073d60	FUN_80073d60	24	ok	resident_export	resident
80073d88	FUN_80073d88	12	ok	resident_export	resident
80073d98	FUN_80073d98	12	ok	resident_export	resident
80073da8	FUN_80073da8	12	ok	resident_export	resident
80073db8	FUN_80073db8	12	ok	resident_export	resident
80073dc8	FUN_80073dc8	12	ok	resident_export	resident
80073dd8	FUN_80073dd8	12	ok	resident_export	resident
80073de8	FUN_80073de8	12	ok	resident_export	resident
80073df8	FUN_80073df8	16	ok	resident_export	resident
80073e08	FUN_80073e08	16	ok	resident_export	resident
80073e18	FUN_80073e18	12	ok	resident_export	resident
80073e28	FUN_80073e28	12	ok	resident_export	resident
80073e38	FUN_80073e38	12	ok	resident_export	resident
80073e48	FUN_80073e48	12	ok	resident_export	resident
80073e58	FUN_80073e58	12	ok	resident_export	resident
